,timestamp_1,raw_current_1,raw_power_1,offset_current_1,offset_power_1,o_scope_data_1,timestamp_2,raw_current_2,raw_power_2,offset_current_2,offset_power_2,o_scope_data_2,timestamp_3,raw_current_3,raw_power_3,offset_current_3,offset_power_3,o_scope_data_3
0,2025-02-24 15:48:18.160254,0.678252882,3.39126441,0.3601987018,1.800993509,,2025-02-24 15:48:41.941180,0.636727816,3.18363908,0.31867363579999997,1.5933681789999998,,2025-02-24 15:49:04.903956,0.748789914,3.74394957,0.43073573379999996,2.1536786689999996,
1,2025-02-24 15:48:18.574232,0.674992718,3.37496359,0.35693853780000007,1.7846926890000003,,2025-02-24 15:48:42.336718,0.687474414,3.43737207,0.3694202338,1.847101169,,2025-02-24 15:49:05.316794,0.746091508,3.73045754,0.42803732780000003,2.1401866390000004,
2,2025-02-24 15:48:18.946913,0.67001563,3.35007815,0.3519614498,1.759807249,,2025-02-24 15:48:42.746103,0.704734355,3.5236717750000004,0.38668017480000005,1.9334008740000002,,2025-02-24 15:49:05.698112,0.763444891,3.817224455,0.44539071080000003,2.226953554,
3,2025-02-24 15:48:19.368895,0.671779414,3.35889707,0.3537252338,1.768626169,,2025-02-24 15:48:43.142505,0.743019977,3.715099885,0.4249657968,2.124828984,,2025-02-24 15:49:06.069973,0.809191078,4.04595539,0.4911368978,2.4556844890000002,
4,2025-02-24 15:48:19.775320,0.627909393,3.139546965,0.30985521280000006,1.5492760640000003,,2025-02-24 15:48:43.525444,0.774205,3.8710250000000004,0.45615081980000005,2.280754099,,2025-02-24 15:49:06.510814,0.808629438,4.04314719,0.4905752578,2.4528762889999998,
5,2025-02-24 15:48:20.171516,0.692887506,3.46443753,0.37483332580000006,1.8741666290000003,,2025-02-24 15:48:43.947075,0.799352038,3.99676019,0.4812978578,2.406489289,,2025-02-24 15:49:06.948969,0.808483556,4.04241778,0.4904293758,2.452146879,
6,2025-02-24 15:48:20.577200,0.700251032,3.5012551600000004,0.38219685180000007,1.9109842590000004,,2025-02-24 15:48:44.349070,0.798426024,3.9921301199999997,0.4803718438,2.401859219,,2025-02-24 15:49:07.323041,0.807565088,4.037825440000001,0.48951090780000006,2.4475545390000004,
7,2025-02-24 15:48:20.961719,0.759251418,3.7962570899999997,0.4411972378,2.205986189,,2025-02-24 15:48:44.756984,0.801001237,4.005006185,0.48294705680000005,2.4147352840000003,,2025-02-24 15:49:07.686367,0.807394791,4.036973955,0.4893406108,2.4467030540000003,
8,2025-02-24 15:48:21.387176,0.738207715,3.6910385750000003,0.42015353480000006,2.100767674,,2025-02-24 15:48:45.131429,0.800948876,4.00474438,0.4828946958,2.4144734789999998,,2025-02-24 15:49:08.127152,0.808659183,4.043295915,0.49060500279999997,2.4530250139999996,
9,2025-02-24 15:48:21.796884,0.743331971,3.716659855,0.42527779080000006,2.1263889540000003,,2025-02-24 15:48:45.565899,0.801420969,4.007104845000001,0.48336678880000006,2.4168339440000004,,2025-02-24 15:49:08.515827,0.808972415,4.044862074999999,0.49091823479999996,2.454591174,
10,2025-02-24 15:48:22.190949,0.752348674,3.7617433700000005,0.43429449380000007,2.1714724690000002,,2025-02-24 15:48:45.965928,0.801216121,4.006080604999999,0.48316194079999997,2.415809704,,2025-02-24 15:49:08.930664,0.805538655,4.027693275,0.4874844748,2.437422374,
11,2025-02-24 15:48:22.600043,0.768261288,3.8413064400000003,0.45020710780000006,2.251035539,,2025-02-24 15:48:46.389231,0.801170177,4.005850885,0.48311599680000006,2.4155799840000003,,2025-02-24 15:49:09.303369,0.805503682,4.02751841,0.4874495018,2.437247509,
12,2025-02-24 15:48:22.973173,0.785151909,3.925759545,0.4670977288,2.335488644,,2025-02-24 15:48:46.762109,0.796565768,3.98282884,0.4785115878,2.392557939,,2025-02-24 15:49:09.738221,0.856055541,4.2802777050000005,0.5380013608,2.6900068040000003,
13,2025-02-24 15:48:23.409027,0.781061095,3.905305475,0.4630069148,2.3150345740000002,,2025-02-24 15:48:47.141614,0.757439636,3.78719818,0.4393854558,2.196927279,,2025-02-24 15:49:10.131033,0.796396055,3.9819802749999997,0.4783418748,2.391709374,
14,2025-02-24 15:48:23.826889,0.777314361,3.886571805,0.4592601808,2.2963009039999998,,2025-02-24 15:48:47.580558,0.721599508,3.6079975399999995,0.40354532779999996,2.0177266389999997,,2025-02-24 15:49:10.545000,0.763017473,3.815087365,0.4449632928,2.224816464,
15,2025-02-24 15:48:24.211760,0.774686571,3.8734328550000003,0.45663239080000007,2.2831619540000005,,2025-02-24 15:48:47.984164,0.70020369,3.50101845,0.38214950980000006,1.9107475490000003,,2025-02-24 15:49:10.935598,0.730849646,3.6542482300000003,0.41279546580000004,2.063977329,
16,2025-02-24 15:48:24.584584,0.772012698,3.8600634900000004,0.45395851780000007,2.2697925890000006,,2025-02-24 15:48:48.385602,0.647425974,3.23712987,0.32937179380000003,1.6468589690000002,,2025-02-24 15:49:11.323154,0.727041918,3.6352095899999997,0.4089877378,2.044938689,
17,2025-02-24 15:48:25.008856,0.769945406,3.8497270300000004,0.4518912258000001,2.259456129,,2025-02-24 15:48:48.787363,0.640214779,3.201073895,0.32216059880000003,1.6108029940000002,,2025-02-24 15:49:11.746110,0.693965623,3.469828115,0.3759114428,1.879557214,
18,2025-02-24 15:48:25.420480,0.791598445,3.957992225,0.4735442648,2.367721324,,2025-02-24 15:48:49.160913,0.642591604,3.2129580200000003,0.32453742380000006,1.6226871190000003,,2025-02-24 15:49:12.159196,0.630670957,3.153354785,0.3126167768,1.563083884,
