,timestamp_1,raw_current_1,raw_power_1,offset_current_1,offset_power_1,timestamp_2,raw_current_2,raw_power_2,offset_current_2,offset_power_2,timestamp_3,raw_current_3,raw_power_3,offset_current_3,offset_power_3
0,2025-02-21 11:19:25.996094,0.710275414,3.55137707,-0.09091470614999997,-0.45457353074999984,2025-02-21 11:20:14.343128,0.7137338,3.568669,-0.08745632015000004,-0.4372816007500002,2025-02-21 11:20:36.875147,0.828618222,4.14309111,0.027428101849999997,0.13714050925
1,2025-02-21 11:19:26.396316,0.706385126,3.53192563,-0.09480499414999999,-0.47402497074999994,2025-02-21 11:20:14.711138,0.691037186,3.45518593,-0.11015293415000005,-0.5507646707500002,2025-02-21 11:20:37.303543,0.826870498,4.13435249,0.02568037784999999,0.12840188924999996
2,2025-02-21 11:19:26.771123,0.706263776,3.53131888,-0.09492634415000001,-0.47463172075000004,2025-02-21 11:20:15.156075,0.665916192,3.32958096,-0.13527392815000006,-0.6763696407500003,2025-02-21 11:20:37.706089,0.824316446,4.12158223,0.023126325849999962,0.11563162924999981
3,2025-02-21 11:19:27.193857,0.708477251,3.5423862550000003,-0.09271286914999999,-0.46356434574999994,2025-02-21 11:20:15.545957,0.666854724,3.3342736200000003,-0.13433539615,-0.67167698075,2025-02-21 11:20:38.104038,0.826951038,4.13475519,0.02576091785000001,0.12880458925000005
4,2025-02-21 11:19:27.606257,0.709701724,3.54850862,-0.09148839615000004,-0.4574419807500002,2025-02-21 11:20:15.951566,0.666399903,3.3319995149999997,-0.13479021715000006,-0.6739510857500003,2025-02-21 11:20:38.510539,0.827567237,4.137836185,0.026377116849999993,0.13188558424999997
5,2025-02-21 11:19:27.998413,0.708998123,3.5449906149999997,-0.09219199715000004,-0.4609599857500002,2025-02-21 11:20:16.356865,0.666109671,3.330548355,-0.13508044915000006,-0.6754022457500003,2025-02-21 11:20:38.883825,0.828394944,4.14197472,0.027204823850000004,0.13602411925000002
6,2025-02-21 11:19:28.408571,0.708560003,3.542800015,-0.09263011715000002,-0.4631505857500001,2025-02-21 11:20:16.731082,0.666003949,3.3300197450000004,-0.13518617114999998,-0.6759308557499999,2025-02-21 11:20:39.321026,0.826417771,4.132088855,0.025227650850000005,0.12613825425000003
7,2025-02-21 11:19:28.810551,0.709743571,3.5487178549999996,-0.09144654915000006,-0.4572327457500003,2025-02-21 11:20:17.160865,0.667012201,3.335061005,-0.13417791915,-0.67088959575,2025-02-21 11:20:39.721187,0.827038985,4.1351949249999995,0.02584886484999993,0.12924432424999965
8,2025-02-21 11:19:29.221815,0.707886456,3.5394322799999998,-0.09330366415000002,-0.4665183207500001,2025-02-21 11:20:17.551927,0.666334889,3.331674445,-0.13485523114999998,-0.6742761557499999,2025-02-21 11:20:40.124884,0.826870435,4.134352175,0.025680314849999997,0.12840157424999998
9,2025-02-21 11:19:29.580268,0.710138796,3.5506939799999997,-0.09105132415000006,-0.4552566207500003,2025-02-21 11:20:17.965409,0.665846185,3.329230925,-0.13534393514999998,-0.6767196757499999,2025-02-21 11:20:40.500291,0.827677835,4.138389175,0.02648771485000001,0.13243857425000005
10,2025-02-21 11:19:30.019205,0.707788874,3.5389443700000003,-0.09340124615,-0.46700623075000003,2025-02-21 11:20:18.335828,0.663636619,3.318183095,-0.13755350114999998,-0.6877675057499999,2025-02-21 11:20:40.919781,0.827423673,4.137118365,0.026233552849999953,0.13116776424999976
11,2025-02-21 11:19:30.422893,0.704207482,3.5210374100000004,-0.09698263814999997,-0.48491319074999983,2025-02-21 11:20:18.762694,0.664339516,3.32169758,-0.13685060415000005,-0.6842530207500003,2025-02-21 11:20:41.336765,0.874823388,4.37411694,0.07363326785000002,0.3681663392500001
12,2025-02-21 11:19:30.832097,0.662269538,3.31134769,-0.13892058215000003,-0.6946029107500001,2025-02-21 11:20:19.166401,0.71200858,3.5600429,-0.08918154015000002,-0.4459077007500001,2025-02-21 11:20:41.728071,0.824648993,4.1232449650000005,0.023458872850000034,0.11729436425000017
13,2025-02-21 11:19:31.231174,0.661174539,3.305872695,-0.14001558115,-0.7000779057500001,2025-02-21 11:20:19.580757,0.674042481,3.3702124049999997,-0.12714763915000005,-0.6357381957500002,2025-02-21 11:20:42.128442,0.825067721,4.1253386050000005,0.023877600850000014,0.11938800425000007
14,2025-02-21 11:19:31.598508,0.664149879,3.320749395,-0.13704024115000002,-0.6852012057500001,2025-02-21 11:20:19.982784,0.674054152,3.37027076,-0.12713596815000006,-0.6356798407500003,2025-02-21 11:20:42.515506,0.824647237,4.123236185,0.02345711684999996,0.1172855842499998
15,2025-02-21 11:19:32.037931,0.662351561,3.311757805,-0.13883855914999998,-0.6941927957499999,2025-02-21 11:20:20.354515,0.671023269,3.355116345,-0.13016685115000004,-0.6508342557500002,2025-02-21 11:20:42.941879,0.825042105,4.125210525,0.023851984849999952,0.11925992424999976
16,2025-02-21 11:19:32.444910,0.66258486,3.3129243,-0.13860526014999996,-0.6930263007499998,2025-02-21 11:20:20.779876,0.689593254,3.44796627,-0.11159686614999997,-0.5579843307499999,2025-02-21 11:20:43.338875,0.825233047,4.126165235,0.02404292684999998,0.1202146342499999
17,2025-02-21 11:19:32.845996,0.663129588,3.31564794,-0.13806053215000003,-0.6903026607500001,2025-02-21 11:20:21.190473,0.688017817,3.440089085,-0.11317230315000004,-0.5658615157500002,2025-02-21 11:20:43.743807,0.826404054,4.13202027,0.025213933850000037,0.12606966925000018
